variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,selected_nonharm_rate,mean_expected_harm,mean_accept_score,tau_leave,tau_family_gain,tau_family_harm,tau_candidate_gain,tau_candidate_harm,beta_harm,lambda_existing,lambda_smoothing,lambda_residual,lambda_memory,calibration_score,target_variant,tau_select,tau_harm,lam,residual_cap,top_k_family,top_k_candidate,mix_temp,max_coverage,uncertainty_beta,retrieval_weight,calibration_feasible_safe,calibration_feasible_balanced
ListSafe Top-k Selector,232,9.09427661115516,2.328951365968989,9.1261157455358,2.332075092367097,-0.03183913438064413,-0.3488793615326234,-0.1339462178957136,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.01680039893397553,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.915112659787866,ListSafe Top-k Selector,0.1,0.15,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.09427661115516,2.328951365968989,9.1261157455358,2.332075092367097,-0.03183913438064413,-0.3488793615326234,-0.1339462178957136,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.01680039893397553,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.915112659787866,ListSafe Top-k Selector,0.1,0.15,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.09427661115516,2.328951365968989,9.1261157455358,2.332075092367097,-0.03183913438064413,-0.3488793615326234,-0.1339462178957136,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.01680039893397553,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.915112659787866,ListSafe Top-k Selector,0.1,0.15,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083077163670653,2.327843299640026,9.1261157455358,2.332075092367097,-0.043038581865148653,-0.47159802722248595,-0.1814603964844902,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.022709956126402513,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.6742028502494637,ListSafe Top-k Selector,0.1,0.15,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083077163670653,2.327843299640026,9.1261157455358,2.332075092367097,-0.043038581865148653,-0.47159802722248595,-0.1814603964844902,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.022709956126402513,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.6742028502494637,ListSafe Top-k Selector,0.1,0.15,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083077163670653,2.327843299640026,9.1261157455358,2.332075092367097,-0.043038581865148653,-0.47159802722248595,-0.1814603964844902,0.0,0.1336206896551724,0.0,0.5,4,8,False,0.1336206896551724,31,0.0,0.022709956126402513,1.0,1.0,0.015543478067783854,0.04966876870643913,0.45,,,,,1.8,,,,,0.6742028502494637,ListSafe Top-k Selector,0.1,0.15,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.09570574393374,2.328698125743956,9.1261157455358,2.332075092367097,-0.030410001602062354,-0.3332195472494874,-0.14480522602868462,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.016046295492507877,0.9482758620689655,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.9458545429003553,ListSafe Top-k Selector,-0.1,0.25,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094964370530645,2.3285538938918924,9.1261157455358,2.332075092367097,-0.031151375005156183,-0.34134319396791807,-0.15098992616621756,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.016437492337940566,0.5344827586206896,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.9299069592732707,ListSafe Top-k Selector,-0.1,0.25,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094653653155365,2.3284812947666738,9.1261157455358,2.332075092367097,-0.03146209238043327,-0.34474789957984725,-0.15410299594449917,0.0,0.28448275862068967,0.0,0.625,5,8,False,0.7801724137931034,181,0.0,0.0166014470421723,0.36464088397790057,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.9232231595767069,ListSafe Top-k Selector,-0.1,0.25,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.075388175083289,2.326472550232138,9.1261157455358,2.332075092367097,-0.05072757045251233,-0.5558506139015528,-0.24023849528999197,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.02676716679432273,0.9482758620689655,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.5088060502119928,ListSafe Top-k Selector,-0.1,0.25,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.074157847463471,2.3262357036374572,9.1261157455358,2.332075092367097,-0.051957898072329624,-0.569332007878731,-0.25039454019782115,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.02741636769863453,0.5344827586206896,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.4823406381485784,ListSafe Top-k Selector,-0.1,0.25,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.073642254970006,2.3261124689187573,9.1261157455358,2.332075092367097,-0.05247349056579622,-0.5749816457671517,-0.2556788776779829,0.0,0.28448275862068967,0.0,0.625,5,8,False,0.7801724137931034,181,0.0,0.02768842784556076,0.36464088397790057,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.4712497973216332,ListSafe Top-k Selector,-0.1,0.25,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.05720483396235,2.324486374956247,9.1261157455358,2.332075092367097,-0.06891091157345086,-0.7550957430235279,-0.32540621882834336,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.036361880681081,0.9482758620689655,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.11766664335485211,ListSafe Top-k Selector,-0.1,0.25,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.055543045699178,2.324162371300294,9.1261157455358,2.332075092367097,-0.07057269983662283,-0.7733048947337109,-0.33929958168035607,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.03723874829410443,0.5344827586206896,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.08192013938420051,ListSafe Top-k Selector,-0.1,0.25,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.054846717727468,2.3239930143962884,9.1261157455358,2.332075092367097,-0.07126902780833465,-0.7809349532423095,-0.34656165072065614,0.0,0.28448275862068967,0.0,0.625,5,8,False,0.7801724137931034,181,0.0,0.0376061762390286,0.36464088397790057,1.0,0.060429782766309816,0.075720394224596,0.45,,,,,1.8,,,,,0.06694152197711845,ListSafe Top-k Selector,-0.1,0.25,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.09570574393374,2.328698125743956,9.1261157455358,2.332075092367097,-0.030410001602062354,-0.3332195472494874,-0.14480522602868462,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.016046295492507877,0.9482758620689655,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.9458545429003553,ListSafe Top-k Selector,0.0,0.25,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094964370530645,2.3285538938918924,9.1261157455358,2.332075092367097,-0.031151375005156183,-0.34134319396791807,-0.15098992616621756,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.016437492337940566,0.5344827586206896,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.9299069592732707,ListSafe Top-k Selector,0.0,0.25,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.094964370530645,2.3285538938918924,9.1261157455358,2.332075092367097,-0.031151375005156183,-0.34134319396791807,-0.15098992616621756,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5775862068965517,134,0.0,0.016437492337940566,0.4626865671641791,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.9299069592732707,ListSafe Top-k Selector,0.0,0.25,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.075388175083289,2.326472550232138,9.1261157455358,2.332075092367097,-0.05072757045251233,-0.5558506139015528,-0.24023849528999197,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.02676716679432273,0.9482758620689655,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.5088060502119928,ListSafe Top-k Selector,0.0,0.25,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.074157847463471,2.3262357036374572,9.1261157455358,2.332075092367097,-0.051957898072329624,-0.569332007878731,-0.25039454019782115,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.02741636769863453,0.5344827586206896,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.4823406381485784,ListSafe Top-k Selector,0.0,0.25,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.074157847463471,2.3262357036374572,9.1261157455358,2.332075092367097,-0.051957898072329624,-0.569332007878731,-0.25039454019782115,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5775862068965517,134,0.0,0.02741636769863453,0.4626865671641791,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.4823406381485784,ListSafe Top-k Selector,0.0,0.25,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.05720483396235,2.324486374956247,9.1261157455358,2.332075092367097,-0.06891091157345086,-0.7550957430235279,-0.32540621882834336,0.0,0.23706896551724138,0.0,0.625,5,8,False,0.25,58,0.0,0.036361880681081,0.9482758620689655,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.11766664335485211,ListSafe Top-k Selector,0.0,0.25,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.055543045699178,2.324162371300294,9.1261157455358,2.332075092367097,-0.07057269983662283,-0.7733048947337109,-0.33929958168035607,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5,116,0.0,0.03723874829410443,0.5344827586206896,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.08192013938420051,ListSafe Top-k Selector,0.0,0.25,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.055543045699178,2.324162371300294,9.1261157455358,2.332075092367097,-0.07057269983662283,-0.7733048947337109,-0.33929958168035607,0.0,0.2672413793103448,0.0,0.625,5,8,False,0.5775862068965517,134,0.0,0.03723874829410443,0.4626865671641791,1.0,0.05196867546683226,0.07659308482604227,0.45,,,,,1.8,,,,,0.08192013938420051,ListSafe Top-k Selector,0.0,0.25,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.095958471446858,2.3287525995690768,9.1261157455358,2.332075092367097,-0.030157274088942535,-0.33045026927967214,-0.14246937393431494,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.015912940012699807,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.9512909304663316,ListSafe Top-k Selector,0.1,0.25,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.095958471446858,2.3287525995690768,9.1261157455358,2.332075092367097,-0.030157274088942535,-0.33045026927967214,-0.14246937393431494,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.015912940012699807,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.9512909304663316,ListSafe Top-k Selector,0.1,0.25,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.095958471446858,2.3287525995690768,9.1261157455358,2.332075092367097,-0.030157274088942535,-0.33045026927967214,-0.14246937393431494,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.015912940012699807,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.9512909304663316,ListSafe Top-k Selector,0.1,0.25,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.075840094230118,2.3265963608782094,9.1261157455358,2.332075092367097,-0.05027565130568519,-0.5508986808016947,-0.23492946189111874,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.02652870484803271,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.5185272222376511,ListSafe Top-k Selector,0.1,0.25,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.075840094230118,2.3265963608782094,9.1261157455358,2.332075092367097,-0.05027565130568519,-0.5508986808016947,-0.23492946189111874,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.02652870484803271,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.5185272222376511,ListSafe Top-k Selector,0.1,0.25,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.075840094230118,2.3265963608782094,9.1261157455358,2.332075092367097,-0.05027565130568519,-0.5508986808016947,-0.23492946189111874,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.02652870484803271,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.5185272222376511,ListSafe Top-k Selector,0.1,0.25,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.057864212741913,2.3246873213128882,9.1261157455358,2.332075092367097,-0.06825153279388703,-0.7478705576628991,-0.3167895856660123,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.03601394953405822,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.13185045165593656,ListSafe Top-k Selector,0.1,0.25,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.057864212741913,2.3246873213128882,9.1261157455358,2.332075092367097,-0.06825153279388703,-0.7478705576628991,-0.3167895856660123,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.03601394953405822,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.13185045165593656,ListSafe Top-k Selector,0.1,0.25,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.057864212741913,2.3246873213128882,9.1261157455358,2.332075092367097,-0.06825153279388703,-0.7478705576628991,-0.3167895856660123,0.0,0.22844827586206898,0.0,0.625,5,8,False,0.22844827586206898,53,0.0,0.03601394953405822,1.0,1.0,0.03951539049269508,0.06657497843746822,0.45,,,,,1.8,,,,,0.13185045165593656,ListSafe Top-k Selector,0.1,0.25,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.091017324544534,2.328073495959772,9.1261157455358,2.332075092367097,-0.03509842099126709,-0.38459320406905917,-0.17158951713275924,0.01293103448275862,0.23275862068965517,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.01852021061742127,0.9310344827586207,0.9482758620689655,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,0.8450025835825155,ListSafe Top-k Selector,-0.1,0.35,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.083426743894032,2.326712601698142,9.1261157455358,2.332075092367097,-0.04268900164176942,-0.46776747945448777,-0.22994502464830954,0.01293103448275862,0.33620689655172414,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.02252549485487467,0.6724137931034483,0.9741379310344828,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,0.6817226234480189,ListSafe Top-k Selector,-0.1,0.35,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.077581489107951,2.3257628339014422,9.1261157455358,2.332075092367097,-0.04853425642785071,-0.5318172344944162,-0.2706713201152022,0.01293103448275862,0.46551724137931033,0.034482758620689655,1.0,8,8,False,0.8448275862068966,196,0.015306122448979591,0.025609831605455286,0.5510204081632653,0.9846938775510204,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,0.5559861333964781,ListSafe Top-k Selector,-0.1,0.35,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.067730107136546,2.3253994595327248,9.1261157455358,2.332075092367097,-0.058385638399255084,-0.6397643856734845,-0.28625290959097166,0.01293103448275862,0.23275862068965517,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.030808061720379015,0.9310344827586207,0.9482758620689655,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,0.3440743799189352,ListSafe Top-k Selector,-0.1,0.35,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.054950916160225,2.323082757104218,9.1261157455358,2.332075092367097,-0.07116482937557565,-0.7797931922177075,-0.38559372525147106,0.01293103448275862,0.33620689655172414,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.037551194366163665,0.6724137931034483,0.9741379310344828,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,0.0691829204590193,ListSafe Top-k Selector,-0.1,0.35,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.045152689282272,2.3214988088343365,9.1261157455358,2.332075092367097,-0.08096305625352807,-0.8871578930435692,-0.4535138479041962,0.01293103448275862,0.46551724137931033,0.034482758620689655,1.0,8,8,False,0.8448275862068966,196,0.015306122448979591,0.04272137639521014,0.5510204081632653,0.9846938775510204,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,-0.14158542094777193,ListSafe Top-k Selector,-0.1,0.35,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.047045688301813,2.322948769394993,9.1261157455358,2.332075092367097,-0.07907005723398931,-0.8664152346087102,-0.3913391538223183,0.01293103448275862,0.23275862068965517,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.04172250694324384,0.9310344827586207,0.9482758620689655,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,-0.10086537347358693,ListSafe Top-k Selector,-0.1,0.35,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.02951016571001,2.3197533487327964,9.1261157455358,2.332075092367097,-0.0966055798257923,-1.0585618505571917,-0.5283596408106259,0.01293103448275862,0.33620689655172414,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.05097538962328078,0.6724137931034483,0.9741379310344828,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,-0.4780696430228072,ListSafe Top-k Selector,-0.1,0.35,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.016128368738205,2.3175650821535068,9.1261157455358,2.332075092367097,-0.10998737679759604,-1.2051937510312527,-0.6221930931324864,0.01293103448275862,0.46551724137931033,0.034482758620689655,1.0,8,8,False,0.8448275862068966,196,0.015306122448979591,0.05803649640124778,0.5510204081632653,0.9846938775510204,0.12160194069807062,0.07428155373440208,0.45,,,,,1.8,,,,,-0.7659236790562083,ListSafe Top-k Selector,-0.1,0.35,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.092622929403335,2.3281235709594172,9.1261157455358,2.332075092367097,-0.03349281613246708,-0.36699968562363555,-0.16944228784352164,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.017672989024155584,0.9655172413793104,0.9655172413793104,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.8795405338932529,ListSafe Top-k Selector,0.0,0.35,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.082330915188967,2.3267131938078762,9.1261157455358,2.332075092367097,-0.043784830346835155,-0.4797750929279432,-0.2299196348255919,0.01293103448275862,0.36637931034482757,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.02310372538050097,0.7327586206896551,0.9741379310344828,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.6581503994620375,ListSafe Top-k Selector,0.0,0.35,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.081631862549342,2.3265574643928,9.1261157455358,2.332075092367097,-0.04448388298646111,-0.4874350071603599,-0.23659735351990743,0.01293103448275862,0.38362068965517243,0.034482758620689655,1.0,8,8,False,0.625,145,0.020689655172413793,0.02347259103749899,0.6137931034482759,0.9793103448275862,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.6431131720896603,ListSafe Top-k Selector,0.0,0.35,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.070556865780215,2.3255009759019583,9.1261157455358,2.332075092367097,-0.05555887975558587,-0.6087899961370078,-0.28189986070629125,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.029316479935021896,0.9655172413793104,0.9655172413793104,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.4048804051625543,ListSafe Top-k Selector,0.0,0.35,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.053202243340392,2.323095909843136,9.1261157455358,2.332075092367097,-0.07291350219540721,-0.7989543870422645,-0.38502973231210785,0.01293103448275862,0.36637931034482757,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.03847390792448295,0.7327586206896551,0.9741379310344828,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.03156745446807652,ListSafe Top-k Selector,0.0,0.35,0.35,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.052041347297626,2.3228388778441613,9.1261157455358,2.332075092367097,-0.07407439823817545,-0.8116749800509783,-0.396051332719129,0.01293103448275862,0.38362068965517243,0.034482758620689655,1.0,8,8,False,0.625,145,0.020689655172413793,0.03908647221113129,0.6137931034482759,0.9793103448275862,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,0.006595575726395908,ListSafe Top-k Selector,0.0,0.35,0.35,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.05110812942244,2.323138110168032,9.1261157455358,2.332075092367097,-0.07500761611336307,-0.821900774903735,-0.38322017116832263,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.039578898682530596,0.9655172413793104,0.9655172413793104,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,-0.013478748554346942,ListSafe Top-k Selector,0.0,0.35,0.5,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.027253529416011,2.3197770690048816,9.1261157455358,2.332075092367097,-0.09886221611978939,-1.0832890878008035,-0.5273425092413588,0.01293103448275862,0.36637931034482757,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.052166137761555764,0.7327586206896551,0.9741379310344828,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,-0.5266118430319187,ListSafe Top-k Selector,0.0,0.35,0.5,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.025684315178598,2.319430492964753,9.1261157455358,2.332075092367097,-0.10043143035720521,-1.1004838536732575,-0.5422037819240724,0.01293103448275862,0.38362068965517243,0.034482758620689655,1.0,8,8,False,0.625,145,0.020689655172413793,0.05299415729519883,0.6137931034482759,0.9793103448275862,0.093409189516898,0.08604842444248491,0.45,,,,,1.8,,,,,-0.5603669995772341,ListSafe Top-k Selector,0.0,0.35,0.5,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.090674853456422,2.3280862295695877,9.1261157455358,2.332075092367097,-0.03544089207937924,-0.3883458530304163,-0.17104349656067142,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.018700920646621516,0.9655172413793104,0.9655172413793104,0.06679236945992671,0.08393135728602676,0.45,,,,,1.8,,,,,0.8376357340371534,ListSafe Top-k Selector,0.1,0.35,0.2,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.086336996138874,2.3273778313312943,9.1261157455358,2.332075092367097,-0.039778749396926355,-0.4358782034163601,-0.20141980123346465,0.01293103448275862,0.28448275862068967,0.034482758620689655,0.875,7,8,False,0.2974137931034483,69,0.043478260869565216,0.02098985641297077,0.9565217391304348,0.9565217391304348,0.06679236945992671,0.08393135728602676,0.45,,,,,1.8,,,,,0.7443246683242245,ListSafe Top-k Selector,0.1,0.35,0.2,0.35,2.0,3.0,0.35,0.5,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.086336996138874,2.3273778313312943,9.1261157455358,2.332075092367097,-0.039778749396926355,-0.4358782034163601,-0.20141980123346465,0.01293103448275862,0.28448275862068967,0.034482758620689655,0.875,7,8,False,0.2974137931034483,69,0.043478260869565216,0.02098985641297077,0.9565217391304348,0.9565217391304348,0.06679236945992671,0.08393135728602676,0.45,,,,,1.8,,,,,0.7443246683242245,ListSafe Top-k Selector,0.1,0.35,0.2,0.35,2.0,3.0,0.35,1.0,0.5,0.5,True,True
ListSafe Top-k Selector,232,9.067301771023592,2.325450009631057,9.1261157455358,2.332075092367097,-0.05881397451220939,-0.644457906163776,-0.2840853079438037,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.031034079723551725,0.9655172413793104,0.9655172413793104,0.06679236945992671,0.08393135728602676,0.45,,,,,1.8,,,,,0.3348604993651896,ListSafe Top-k Selector,0.1,0.35,0.35,0.35,2.0,3.0,0.35,0.25,0.5,0.5,True,True
