variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,selected_nonharm_rate,mean_expected_harm,mean_accept_score,tau_leave,tau_family_gain,tau_family_harm,tau_candidate_gain,tau_candidate_harm,beta_harm,lambda_existing,lambda_smoothing,lambda_residual,lambda_memory,calibration_score,target_variant,tau_select,tau_harm,lam,residual_cap,top_k_family,top_k_candidate,mix_temp,max_coverage,uncertainty_beta,retrieval_weight,calibration_feasible_safe,calibration_feasible_balanced
FamilyMix Selector,232,9.096141058491227,2.32878429159254,9.1261157455358,2.332075092367097,-0.029974687044571846,-0.3284495600046612,-0.1411104115479344,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.01581659520794067,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.9552185358365254,FamilyMix Selector,0.1,0.25,0.2,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.076166219521633,2.3266503521794544,9.1261157455358,2.332075092367097,-0.04994952601416832,-0.5473251419572265,-0.2326143005487526,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.02635661992466641,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.5255424595494453,FamilyMix Selector,0.1,0.25,0.35,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.076166219521633,2.3266503521794544,9.1261157455358,2.332075092367097,-0.04994952601416832,-0.5473251419572265,-0.2326143005487526,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.02635661992466641,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.5255424595494453,FamilyMix Selector,0.1,0.25,0.35,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.076166219521633,2.3266503521794544,9.1261157455358,2.332075092367097,-0.04994952601416832,-0.5473251419572265,-0.2326143005487526,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.02635661992466641,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.5255424595494453,FamilyMix Selector,0.1,0.25,0.35,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.058339531678179,2.3247556904642313,9.1261157455358,2.332075092367097,-0.06777621385762274,-0.7426622198662051,-0.3138578982913814,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.03576314033633808,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.14207497340703334,FamilyMix Selector,0.1,0.25,0.5,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.058339531678179,2.3247556904642313,9.1261157455358,2.332075092367097,-0.06777621385762274,-0.7426622198662051,-0.3138578982913814,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.03576314033633808,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.14207497340703334,FamilyMix Selector,0.1,0.25,0.5,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.058339531678179,2.3247556904642313,9.1261157455358,2.332075092367097,-0.06777621385762274,-0.7426622198662051,-0.3138578982913814,0.0,0.22413793103448276,0.0,0.625,5,8,False,0.22413793103448276,52,0.0,0.03576314033633808,1.0,1.0,0.038759233815812776,0.0608217246932417,0.45,,,,,1.5,,,,,0.14207497340703334,FamilyMix Selector,0.1,0.25,0.5,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.089445227905191,2.327740411255855,9.1261157455358,2.332075092367097,-0.03667051763061031,-0.40181955404593167,-0.18587227773421,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.01934975109386666,0.9482758620689655,0.9482758620689655,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,0.8111854240767351,FamilyMix Selector,-0.1,0.35,0.2,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.083487377837956,2.326654431773235,9.1261157455358,2.332075092367097,-0.04262836769784626,-0.46710307911650567,-0.2324393664835319,0.01293103448275862,0.3232758620689655,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.022493500440872366,0.646551724137931,0.9741379310344828,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,0.683026912066047,FamilyMix Selector,-0.1,0.35,0.2,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.0768075577083,2.3255051186170075,9.1261157455358,2.332075092367097,-0.0493081878275021,-0.5402976375528791,-0.28172221998429986,0.01293103448275862,0.4698275862068966,0.034482758620689655,1.0,8,8,False,0.8103448275862069,188,0.015957446808510637,0.026018208168279742,0.5797872340425532,0.9840425531914894,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,0.5393381990815261,FamilyMix Selector,-0.1,0.35,0.2,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.064954491491594,2.3248118744861768,9.1261157455358,2.332075092367097,-0.06116125404420863,-0.6701783725141401,-0.3114487125027896,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.03227265713196005,0.9482758620689655,0.9482758620689655,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,0.2843684848466589,FamilyMix Selector,-0.1,0.35,0.35,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.054918603877644,2.32296648192517,9.1261157455358,2.332075092367097,-0.07119714165815622,-0.7801472561310603,-0.390579635822265,0.01293103448275862,0.3232758620689655,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.037568244428873625,0.646551724137931,0.9741379310344828,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,0.06848785529146728,FamilyMix Selector,-0.1,0.35,0.35,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.043720832594799,2.3210527746294067,9.1261157455358,2.332075092367097,-0.08239491294100156,-0.9028475547334791,-0.47263991311869086,0.01293103448275862,0.4698275862068966,0.034482758620689655,1.0,8,8,False,0.8103448275862069,188,0.015957446808510637,0.04347691714824203,0.5797872340425532,0.9840425531914894,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,-0.17238589769831958,FamilyMix Selector,-0.1,0.35,0.35,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.043045599486016,2.3221120370435306,9.1261157455358,2.332075092367097,-0.08307014604978451,-0.9102464649256227,-0.4272184593649615,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.04383321407093345,0.9482758620689655,0.9482758620689655,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,-0.1869107463442916,FamilyMix Selector,-0.1,0.35,0.5,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.029266260042828,2.3195668402264924,9.1261157455358,2.332075092367097,-0.09684948549297356,-1.0612344625831076,-0.5363571751145024,0.01293103448275862,0.3232758620689655,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.05110409012317231,0.646551724137931,0.9741379310344828,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,-0.4833162650465538,FamilyMix Selector,-0.1,0.35,0.5,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.013972178130267,2.3169382131503027,9.1261157455358,2.332075092367097,-0.11214356740553502,-1.2288203482134086,-0.6490734025430965,0.01293103448275862,0.4698275862068966,0.034482758620689655,1.0,8,8,False,0.8103448275862069,188,0.015957446808510637,0.05917424285999221,0.5797872340425532,0.9840425531914894,0.12208857246781986,0.05823470547523482,0.45,,,,,1.5,,,,,-0.8123052054132528,FamilyMix Selector,-0.1,0.35,0.5,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.090043934563496,2.3278509868899864,9.1261157455358,2.332075092367097,-0.036071810972305995,-0.3952591873538685,-0.18113076516374998,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.019033834505692872,0.9482758620689655,0.9482758620689655,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,0.824064122532274,FamilyMix Selector,0.0,0.35,0.2,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.081150767631485,2.326393102876888,9.1261157455358,2.332075092367097,-0.04496497790431738,-0.49270663564661354,-0.24364521899153474,0.01293103448275862,0.375,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.023726448018925195,0.75,0.9741379310344828,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,0.6327644039748826,FamilyMix Selector,0.0,0.35,0.2,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.080315815280931,2.3262373051009586,9.1261157455358,2.332075092367097,-0.04579993025486977,-0.5018556796968913,-0.25032586901738874,0.01293103448275862,0.39655172413793105,0.034482758620689655,1.0,8,8,False,0.5818965517241379,135,0.022222222222222223,0.024167023205814334,0.6814814814814815,0.9777777777777777,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,0.614803856186822,FamilyMix Selector,0.0,0.35,0.2,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.06603326160286,2.3250091662571655,9.1261157455358,2.332075092367097,-0.06008248393294198,-0.6583576796787382,-0.3029887889442193,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.03170342783035106,0.9482758620689655,0.9482758620689655,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,0.3075737637142407,FamilyMix Selector,0.0,0.35,0.35,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.0511417059034,2.3225424135195816,9.1261157455358,2.332075092367097,-0.07497403963240253,-0.8215328584553951,-0.40876380172490134,0.01293103448275862,0.375,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.039561181546499444,0.75,0.9741379310344828,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,-0.012756489385383984,FamilyMix Selector,0.0,0.35,0.35,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.049748844521439,2.322293184572305,9.1261157455358,2.332075092367097,-0.07636690101436504,-0.8367952265786089,-0.4194508052019095,0.01293103448275862,0.39655172413793105,0.034482758620689655,1.0,8,8,False,0.5818965517241379,135,0.022222222222222223,0.04029614583908789,0.6814814814814815,0.9777777777777777,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,-0.04271814336036672,FamilyMix Selector,0.0,0.35,0.35,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.044631033158161,2.3224115558151808,9.1261157455358,2.332075092367097,-0.08148471237764053,-0.8928739735545375,-0.4143750148572733,0.01293103448275862,0.23706896551724138,0.034482758620689655,0.875,7,8,False,0.25,58,0.05172413793103448,0.04299663610819934,0.9482758620689655,0.9482758620689655,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,-0.15280669571852434,FamilyMix Selector,0.0,0.35,0.5,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.02431664848973,2.3190081535228826,9.1261157455358,2.332075092367097,-0.1017990970460707,-1.1154701493274428,-0.5603138094031124,0.01293103448275862,0.375,0.034482758620689655,1.0,8,8,False,0.5,116,0.02586206896551724,0.05371582722839959,0.75,0.9741379310344828,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,-0.5897866938954346,FamilyMix Selector,0.0,0.35,0.5,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.022424425417647,2.3186717091936697,9.1261157455358,2.332075092367097,-0.103691320118154,-1.1362043052681612,-0.5747406316298654,0.01293103448275862,0.39655172413793105,0.034482758620689655,1.0,8,8,False,0.5818965517241379,135,0.022222222222222223,0.05471428724000087,0.6814814814814815,0.9777777777777777,0.09776295997078142,0.0731385791014171,0.45,,,,,1.5,,,,,-0.6304900500681785,FamilyMix Selector,0.0,0.35,0.5,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.090592217471999,2.3280486072120676,9.1261157455358,2.332075092367097,-0.03552352806380363,-0.3892513421414122,-0.17265675324703805,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.018744524768769873,0.9655172413793104,0.9655172413793104,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.8358581624831903,FamilyMix Selector,0.1,0.35,0.2,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.086902858915895,2.3273373897478713,9.1261157455358,2.332075092367097,-0.03921288661990562,-0.4296777256646061,-0.20315394707559167,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.020691270393571482,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.7564968664639644,FamilyMix Selector,0.1,0.35,0.2,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.086902858915895,2.3273373897478713,9.1261157455358,2.332075092367097,-0.03921288661990562,-0.4296777256646061,-0.20315394707559167,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.020691270393571482,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.7564968664639644,FamilyMix Selector,0.1,0.35,0.2,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.067114920560398,2.3253724089808916,9.1261157455358,2.332075092367097,-0.05900082497540368,-0.646505332124607,-0.2874128444406558,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.031132674185484415,0.9655172413793104,0.9655172413793104,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.3308411841657046,FamilyMix Selector,0.1,0.35,0.35,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.06087953113698,2.3241664461152327,9.1261157455358,2.332075092367097,-0.06523621439882264,-0.7148300125302424,-0.33912485253314,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.03442287135509763,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.19671256036780504,FamilyMix Selector,0.1,0.35,0.35,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.06087953113698,2.3241664461152327,9.1261157455358,2.332075092367097,-0.06523621439882264,-0.7148300125302424,-0.33912485253314,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.03442287135509763,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,0.19671256036780504,FamilyMix Selector,0.1,0.35,0.35,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
FamilyMix Selector,232,9.0463507800513,2.322946449452087,9.1261157455358,2.332075092367097,-0.0797649654845013,-0.8740297364310303,-0.39143863359050535,0.008620689655172414,0.2413793103448276,0.034482758620689655,0.875,7,8,False,0.25,58,0.034482758620689655,0.04208918575088785,0.9655172413793104,0.9655172413793104,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,-0.11581345144878741,FamilyMix Selector,0.1,0.35,0.5,0.35,2.0,2.0,0.35,0.25,0.5,0.5,True,True
FamilyMix Selector,232,9.03775877808893,2.3212869203813393,9.1261157455358,2.332075092367097,-0.08835696744687195,-0.9681771502106349,-0.46259968106548943,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.0466228850306359,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,-0.30063485082335284,FamilyMix Selector,0.1,0.35,0.5,0.35,2.0,2.0,0.35,0.5,0.5,0.5,True,True
FamilyMix Selector,232,9.03775877808893,2.3212869203813393,9.1261157455358,2.332075092367097,-0.08835696744687195,-0.9681771502106349,-0.46259968106548943,0.01293103448275862,0.27586206896551724,0.034482758620689655,0.875,7,8,False,0.28879310344827586,67,0.04477611940298507,0.0466228850306359,0.9552238805970149,0.9552238805970149,0.06399586198493686,0.07458658228575443,0.45,,,,,1.5,,,,,-0.30063485082335284,FamilyMix Selector,0.1,0.35,0.5,0.35,2.0,2.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12332691246981,2.3319552329844115,9.1261157455358,2.332075092367097,-0.0027888330659907703,-0.030558817581275235,-0.005139602175075816,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.4353448275862069,101,0.0,0.0014715697829206864,0.0297029702970297,1.0,0.0076490103845993215,0.010182967446068862,0.5,,,,,1.5,,,,,1.540009786760311,Two-stage Cost-Sensitive Router,-0.05,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.122752109059604,2.3318765232072387,9.1261157455358,2.332075092367097,-0.003363636476197686,-0.03685726289583905,-0.008514698332697173,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.40948275862068967,95,0.0,0.0017748734621173318,0.042105263157894736,1.0,0.0061656203886977885,0.004929366271782275,0.5,,,,,2.5,,,,,1.5276452678618144,Two-stage Cost-Sensitive Router,-0.05,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12190584218681,2.3318896715124864,9.1261157455358,2.332075092367097,-0.00420990334898922,-0.046130286550836924,-0.007950895510295222,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.4353448275862069,101,0.0,0.0022214189271268633,0.0297029702970297,1.0,0.0076490103845993215,0.010182967446068862,0.5,,,,,1.5,,,,,1.509441334906626,Two-stage Cost-Sensitive Router,-0.05,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.121043885362226,2.3317676313700884,9.1261157455358,2.332075092367097,-0.00507186017357664,-0.05557523386110526,-0.013184009241244746,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.40948275862068967,95,0.0,0.0026762434315811975,0.042105263157894736,1.0,0.0061656203886977885,0.004929366271782275,0.5,,,,,2.5,,,,,1.490899897507271,Two-stage Cost-Sensitive Router,-0.05,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.120305349625509,2.331811869974496,9.1261157455358,2.332075092367097,-0.005810395910291808,-0.06366778666780563,-0.011287046130459107,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.4353448275862069,101,0.0,0.003065942939597826,0.0297029702970297,1.0,0.0076490103845993215,0.010182967446068862,0.5,,,,,1.5,,,,,1.4750133545402377,Two-stage Cost-Sensitive Router,-0.05,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.119127871652115,2.3316386740523862,9.1261157455358,2.332075092367097,-0.006987873883685629,-0.07657007724723597,-0.01871373328706272,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.40948275862068967,95,0.0,0.0036872569317587213,0.042105263157894736,1.0,0.0061656203886977885,0.004929366271782275,0.5,,,,,2.5,,,,,1.4496847841175895,Two-stage Cost-Sensitive Router,-0.05,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12332691246981,2.3319552329844115,9.1261157455358,2.332075092367097,-0.0027888330659907703,-0.030558817581275235,-0.005139602175075816,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.0014715697829206864,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0813890971051388,Two-stage Cost-Sensitive Router,0.05,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.122752109059604,2.3318765232072387,9.1261157455358,2.332075092367097,-0.003363636476197686,-0.03685726289583905,-0.008514698332697173,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0017748734621173318,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.982817681654918,Two-stage Cost-Sensitive Router,0.05,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12190584218681,2.3318896715124864,9.1261157455358,2.332075092367097,-0.00420990334898922,-0.046130286550836924,-0.007950895510295222,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.0022214189271268633,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0508206452514535,Two-stage Cost-Sensitive Router,0.05,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.121043885362226,2.3317676313700884,9.1261157455358,2.332075092367097,-0.00507186017357664,-0.05557523386110526,-0.013184009241244746,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0026762434315811975,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.9460723113003744,Two-stage Cost-Sensitive Router,0.05,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.120305349625509,2.331811869974496,9.1261157455358,2.332075092367097,-0.005810395910291808,-0.06366778666780563,-0.011287046130459107,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.003065942939597826,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0163926648850654,Two-stage Cost-Sensitive Router,0.05,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.119127871652115,2.3316386740523862,9.1261157455358,2.332075092367097,-0.006987873883685629,-0.07657007724723597,-0.01871373328706272,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0036872569317587213,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.904857197910693,Two-stage Cost-Sensitive Router,0.05,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12332691246981,2.3319552329844115,9.1261157455358,2.332075092367097,-0.0027888330659907703,-0.030558817581275235,-0.005139602175075816,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.0014715697829206864,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0813890971051388,Two-stage Cost-Sensitive Router,0.15,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.122752109059604,2.3318765232072387,9.1261157455358,2.332075092367097,-0.003363636476197686,-0.03685726289583905,-0.008514698332697173,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0017748734621173318,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.982817681654918,Two-stage Cost-Sensitive Router,0.15,0.1,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.12190584218681,2.3318896715124864,9.1261157455358,2.332075092367097,-0.00420990334898922,-0.046130286550836924,-0.007950895510295222,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.0022214189271268633,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0508206452514535,Two-stage Cost-Sensitive Router,0.15,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.121043885362226,2.3317676313700884,9.1261157455358,2.332075092367097,-0.00507186017357664,-0.05557523386110526,-0.013184009241244746,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0026762434315811975,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.9460723113003744,Two-stage Cost-Sensitive Router,0.15,0.1,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.120305349625509,2.331811869974496,9.1261157455358,2.332075092367097,-0.005810395910291808,-0.06366778666780563,-0.011287046130459107,0.0,0.01293103448275862,0.0,0.125,1,8,False,0.01293103448275862,3,0.0,0.003065942939597826,1.0,1.0,0.0012623964610902565,0.004997019142125504,0.5,,,,,1.5,,,,,2.0163926648850654,Two-stage Cost-Sensitive Router,0.15,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.119127871652115,2.3316386740523862,9.1261157455358,2.332075092367097,-0.006987873883685629,-0.07657007724723597,-0.01871373328706272,0.0,0.017241379310344827,0.0,0.125,1,8,False,0.017241379310344827,4,0.0,0.0036872569317587213,1.0,1.0,0.001676618528579337,0.0049169083109865,0.5,,,,,2.5,,,,,1.904857197910693,Two-stage Cost-Sensitive Router,0.15,0.1,0.6,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.115685746506438,2.331085430148765,9.1261157455358,2.332075092367097,-0.010429999029362277,-0.11428738478400154,-0.042436978866065435,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.2543103448275862,59,0.0,0.005503546122811358,0.2711864406779661,1.0,0.012837698053911953,0.019947440552407297,0.5,,,,,1.5,,,,,1.3756416927597712,Two-stage Cost-Sensitive Router,-0.05,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.114635260643926,2.3309403499279258,9.1261157455358,2.332075092367097,-0.011480484891876351,-0.125798151145638,-0.048658057282102964,0.0,0.07758620689655173,0.0,0.25,2,8,False,0.25,58,0.0,0.006057850814444774,0.3103448275862069,1.0,0.012819341304696762,0.01034353448733153,0.5,,,,,2.5,,,,,1.3530448325654663,Two-stage Cost-Sensitive Router,-0.05,0.2,0.25,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
Two-stage Cost-Sensitive Router,232,9.110300716540376,2.3305764520629566,9.1261157455358,2.332075092367097,-0.015815028995425764,-0.1732941967762289,-0.0642620944162326,0.0,0.06896551724137931,0.0,0.25,2,8,False,0.2543103448275862,59,0.0,0.008345038313512335,0.2711864406779661,1.0,0.012837698053911953,0.019947440552407297,0.5,,,,,1.5,,,,,1.2598050369535243,Two-stage Cost-Sensitive Router,-0.05,0.2,0.4,0.35,1.0,1.0,0.35,1.0,0.5,0.5,True,True
