config_id,sample_key,sample_id,split,dataset,backbone,horizon,seed,raw_gap,post_lrbn_gap,repair_ratio,conflict_cosine,norm_ratio,tail_volatility,anchor_disagreement,true_boundary_jump,mse_lrbn,mse_bp,delta_mse_vs_lrbn,harm_vs_lrbn,effective_strength
ETTh1_DLinear_96_seed2026,test::test_00012,test_00012,test,ETTh1,DLinear,96,2026,2.788856665106309,3.474505614219878,-0.24585305238095723,-0.6112673698757761,0.4290832736642565,0.4915731300044211,0.2863595629512948,2.0037710360432888,2.3636962626575833,2.11341918898758,-0.25027707367000307,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00013,test_00013,test,ETTh1,DLinear,96,2026,1.4449330610143771,0.5989907508901896,0.5854543302866747,0.6564233990039092,0.07665612852062684,0.5586071229025394,0.2646464404150815,0.2506222965302658,2.6808462044379557,2.5215240395682077,-0.15932216486974804,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00014,test_00014,test,ETTh1,DLinear,96,2026,1.4011890142011352,0.9130098405722844,0.3484035180279529,0.6502012978597705,0.16135673331990824,0.781202313824931,0.15599888937431303,0.35970093153484,2.5350477675340946,2.1690862950079097,-0.36596147252618483,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00015,test_00015,test,ETTh1,DLinear,96,2026,9.129130325276329,7.408712060484911,0.18845368877243518,0.7138588158113243,0.5503968876302205,0.39994971808987534,0.8383555853004806,1.0551336353365537,1.8348968596586224,2.788250832127727,0.9533539724691045,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00016,test_00016,test,ETTh1,DLinear,96,2026,0.11704783366450883,1.2614835153957211,-9.77750133449539,-0.652572626281351,0.09077126449943793,0.324744156384392,0.6790988403158791,4.114006899691852,2.6103093799258112,2.3297890377363752,-0.280520342189436,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00017,test_00017,test,ETTh1,DLinear,96,2026,0.5107809721661769,0.8214204401865702,-0.6081656739554779,-0.6308728277586415,0.23044791492252958,1.162026841921783,0.04233986533274105,0.24181911283157187,2.507930433523993,2.456586053460501,-0.05134438006349207,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00018,test_00018,test,ETTh1,DLinear,96,2026,0.3521619392891562,0.9388372047360889,-1.6659245603763857,-0.6354273715861058,0.14348673347543323,0.6415358242745693,0.19365004826318846,0.8760235652241155,12.54953829119926,12.923374664856857,0.37383637365759625,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00019,test_00019,test,ETTh1,DLinear,96,2026,9.67377606878681,7.4770926167779,0.22707611432156927,0.6931720659123293,0.4134812670150113,0.2711234973137976,1.1505212068443538,2.0765452112340723,23.836751576609966,20.43972958927789,-3.397021987332078,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00020,test_00020,test,ETTh1,DLinear,96,2026,2.574679556572538,1.8260197915017011,0.2907778462712458,0.6815693962446575,0.23211640018369345,0.6316587615139907,0.155991466706639,0.891304347066403,21.63488736405387,19.22913628550776,-2.4057510785461105,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00021,test_00021,test,ETTh1,DLinear,96,2026,3.9817570487866574,3.069496759917361,0.22910998564694196,0.7067217704453745,0.3540132209231791,0.6745728247830911,0.4137927101096742,0.4180423367790974,6.76031512501121,4.159145994949646,-2.601169130061564,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00022,test_00022,test,ETTh1,DLinear,96,2026,6.791295566470017,3.9301206158770983,0.4213003168302698,0.7158182308186491,0.15523182840698502,0.2489148032882133,0.31094978004869084,0.2812207191990455,1.1012205098455963,1.1454731376585585,0.04425262781296224,1,1.0
ETTh1_DLinear_96_seed2026,test::test_00023,test_00023,test,ETTh1,DLinear,96,2026,0.11251215231698054,1.64433269717389,-13.614709026500249,-0.7078275589288852,0.12292062246916309,0.44405958797447825,0.1370687965796855,0.635050132092198,3.209647349712105,2.847303716925515,-0.3623436327865899,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00024,test_00024,test,ETTh1,DLinear,96,2026,1.328551348975081,4.176381445143435,-2.1435603275374033,-0.7034604816264419,0.1716993774948017,0.23921943268898113,0.26502844112903834,0.29261920410542086,5.358678424944796,4.545332921572779,-0.8133455033720169,0,1.0
ETTh1_DLinear_96_seed2026,test::test_00025,test_00025,test,ETTh1,DLinear,96,2026,0.46007378256729137,1.1403980326880507,-1.4787284534048846,-0.7043203416543267,0.08598212070583068,0.4335495904308048,0.14608092837484607,3.0838453766533718,4.270402647487804,3.86801655295366,-0.40238609453414353,0,1.0
