split,method,config_id,sample_key,dataset,backbone,horizon,seed,boundary_gap,selected,raw_mse,lrbn_mse,method_mse,delta_vs_lrbn,case_type
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00019,ETTh1,DLinear,96,2026,6.4802831388080735,False,36.93951792183205,23.836751576609966,23.836751576609966,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00020,ETTh1,DLinear,96,2026,4.420287096489062,False,34.334900109615376,21.63488736405387,21.63488736405387,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00021,ETTh1,DLinear,96,2026,3.6041312530667544,False,16.521745547217662,6.76031512501121,6.76031512501121,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00022,ETTh1,DLinear,96,2026,2.676799073255486,False,2.9598470363303533,1.1012205098455963,1.1012205098455963,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00023,ETTh1,DLinear,96,2026,1.2726132259281708,False,1.3394626526996067,3.209647349712105,3.209647349712105,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00024,ETTh1,DLinear,96,2026,4.779188071582353,False,1.598368691199122,5.358678424944796,5.358678424944796,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00025,ETTh1,DLinear,96,2026,1.1846590724312958,False,2.5165315282008804,4.270402647487804,4.270402647487804,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00026,ETTh1,DLinear,96,2026,3.2085867454285952,False,3.2469814987193573,2.82575926838339,2.82575926838339,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00027,ETTh1,DLinear,96,2026,3.573910565062568,False,5.221119069141856,2.950814673775947,2.950814673775947,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00028,ETTh1,DLinear,96,2026,5.709837960830712,False,11.939154282513192,5.069240434185748,5.069240434185748,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00029,ETTh1,DLinear,96,2026,1.4137272257305284,False,16.306494868375097,8.326023418215032,8.326023418215032,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00030,ETTh1,DLinear,96,2026,3.3993312461252447,False,15.532457585060039,6.403909263228113,6.403909263228113,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00031,ETTh1,DLinear,96,2026,6.167841142544817,False,4.826192590370957,1.4592050828335765,1.4592050828335765,0.0,bp_better_than_lrbn_top50
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00076,ETTh1,DLinear,96,2026,14.30347137424146,True,42.026932259601814,18.90128394136752,11.78203859762094,-7.119245343746581,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_96_seed2026,test::test_00020,ETTm1,PatchTST,96,2026,16.24917745029332,True,7.0272426345939865,6.323188379346225,2.424888252263905,-3.8983001270823197,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_DLinear_96_seed2026,test::test_00020,ETTm1,DLinear,96,2026,14.25674600432771,True,13.815506905281367,5.223475360612845,1.5789453776235083,-3.6445299829893365,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_96_seed2026,test::test_00066,ETTm1,PatchTST,96,2026,17.932233460615425,True,4.188359546812987,4.406384742538422,1.940860502287933,-2.465524240250489,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_DLinear_96_seed2026,test::test_00066,ETTm1,DLinear,96,2026,15.222321139065281,True,3.266864146360465,3.961657051630258,1.7253631389459123,-2.2362939126843457,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_96_seed2026,test::test_00028,ETTm1,PatchTST,96,2026,14.861619323090341,True,5.467405031429734,5.178000066018533,3.083330430994348,-2.094669635024185,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_192_seed2026,test::test_00009,ETTm1,PatchTST,192,2026,15.860183341233853,True,4.364047156320891,4.363586905531503,2.6663000087461133,-1.6972868967853896,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_192_seed2026,test::test_00059,ETTh1,DLinear,192,2026,18.551684786116923,True,37.61368171066788,18.89000576762501,17.32979181118779,-1.5602139564372202,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTh1_PatchTST_192_seed2026,test::test_00059,ETTh1,PatchTST,192,2026,17.30992625281518,True,20.148301860155538,19.567640444078688,18.06619318111593,-1.5014472629627562,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTh1_PatchTST_96_seed2026,test::test_00007,ETTh1,PatchTST,96,2026,39.671226497925865,True,7.681270633858468,6.668866598849109,5.450214955160047,-1.2186516436890624,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTh1_DLinear_96_seed2026,test::test_00007,ETTh1,DLinear,96,2026,29.151216456462162,True,7.423382361322349,6.052201689328274,5.127098916744093,-0.9251027725841805,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_192_seed2026,test::test_00075,ETTm1,PatchTST,192,2026,17.076756875530563,True,1.6312963299027057,1.536438996219757,0.9226902385787552,-0.6137487576410019,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_DLinear_192_seed2026,test::test_00016,ETTm1,DLinear,192,2026,14.592027264698189,True,1.5629769463643275,1.3700238260276263,1.0718692960799159,-0.2981545299477104,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_PatchTST_192_seed2026,test::test_00016,ETTm1,PatchTST,192,2026,16.93826818770698,True,1.4404688440359472,1.3872854938029455,1.2537487788752237,-0.1335367149277218,q4_bp_success_top30
test,HalluGuard-LRBN-BP-gated,ETTm1_DLinear_96_seed2026,test::test_00006,ETTm1,DLinear,96,2026,694953.4000000001,True,1.6278633026921578,1.2640871513246574,1.206006189580948,-0.05808096174370947,q4_bp_success_top30
