variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,mean_expected_harm,observed_selected_harm,expected_observed_harm_gap_pp,mean_accept_score,k_max,tau_leave,tau_utility,beta_harm,base_floor,delta_cap,lam,temporal_q,local_lam,risk_tau,deadzone,agreement_tau,margin,calibration_score,target_variant
Residual-Prior Convex Mixer,232,9.073654213473406,2.326976934974872,9.1261157455358,2.332075092367097,-0.05246153206239742,-0.5748506096974777,-0.21861034351126088,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.027682117761079462,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9974656256124623,1,0.55,0.0,2.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.087789305746,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.073654213473406,2.326976934974872,9.1261157455358,2.332075092367097,-0.05246153206239742,-0.5748506096974777,-0.21861034351126088,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.027682117761079462,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9974656256124623,1,0.55,0.03,2.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.087789305746,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.067616938590481,2.3261797136819102,9.1261157455358,2.332075092367097,-0.05849880694532157,-0.6410044372912417,-0.2527954043676834,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.030867776808671456,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9974656256124623,1,0.55,0.0,2.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.92606570672447,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.067616938590481,2.3261797136819102,9.1261157455358,2.332075092367097,-0.05849880694532157,-0.6410044372912417,-0.2527954043676834,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.030867776808671456,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9974656256124623,1,0.55,0.03,2.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.92606570672447,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10059732289001,2.3296810127101706,9.1261157455358,2.332075092367097,-0.025518422645793494,-0.2796197564151112,-0.10265877177354128,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.013465180161297234,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.0,2.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.86125242495288,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10059732289001,2.3296810127101706,9.1261157455358,2.332075092367097,-0.025518422645793494,-0.2796197564151112,-0.10265877177354128,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.013465180161297234,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.03,2.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.86125242495288,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.0948787143527,2.3289725595186326,9.1261157455358,2.332075092367097,-0.031237031183102143,-0.3422817770435725,-0.13303743285606445,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.01648269011070183,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.0,2.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.70806510584228,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.0948787143527,2.3289725595186326,9.1261157455358,2.332075092367097,-0.031237031183102143,-0.3422817770435725,-0.13303743285606445,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.01648269011070183,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.03,2.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.70806510584228,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.091048659744999,2.3284728691021095,9.1261157455358,2.332075092367097,-0.03506708579080218,-0.3842498465958033,-0.15446429067963524,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.018503676126810035,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.0,2.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.6054674558068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.091048659744999,2.3284728691021095,9.1261157455358,2.332075092367097,-0.03506708579080218,-0.3842498465958033,-0.15446429067963524,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.018503676126810035,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.03,2.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.6054674558068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11308657649399,2.330841965074736,9.1261157455358,2.332075092367097,-0.013029169041814243,-0.14276795726492755,-0.052876825926810415,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.006875037338130502,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.0,2.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.19580850879808,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11308657649399,2.330841965074736,9.1261157455358,2.332075092367097,-0.013029169041814243,-0.14276795726492755,-0.052876825926810415,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.006875037338130502,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9974656256124623,1,0.55,0.03,2.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.19580850879808,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11007755899034,2.330458240937981,9.1261157455358,2.332075092367097,-0.016038186545462005,-0.175739459974868,-0.0693310188627824,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.008462790756807925,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9974656256124623,1,0.55,0.0,2.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.16692854145884,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11007755899034,2.330458240937981,9.1261157455358,2.332075092367097,-0.016038186545462005,-0.175739459974868,-0.0693310188627824,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.008462790756807925,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9974656256124623,1,0.55,0.03,2.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.16692854145884,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.108035803937813,2.33018186432897,9.1261157455358,2.332075092367097,-0.018079941597988203,-0.1981121222029232,-0.08118212128785025,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.00954015357069,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9974656256124623,1,0.55,0.0,2.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.11223499481432,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.108035803937813,2.33018186432897,9.1261157455358,2.332075092367097,-0.018079941597988203,-0.1981121222029232,-0.08118212128785025,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.00954015357069,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9974656256124623,1,0.55,0.03,2.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.11223499481432,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.08287578392998,2.3280785489773224,9.1261157455358,2.332075092367097,-0.04323996160582164,-0.4738046586752055,-0.17137284239766895,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.0228162171804902,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.0,4.0,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.386536412117,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.08287578392998,2.3280785489773224,9.1261157455358,2.332075092367097,-0.04323996160582164,-0.4738046586752055,-0.17137284239766895,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.0228162171804902,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.03,4.0,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.386536412117,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.073654213473406,2.326976934974872,9.1261157455358,2.332075092367097,-0.05246153206239742,-0.5748506096974777,-0.21861034351126088,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.027682117761079462,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9963904837345174,1,0.55,0.0,4.0,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.087789305746,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.073654213473406,2.326976934974872,9.1261157455358,2.332075092367097,-0.05246153206239742,-0.5748506096974777,-0.21861034351126088,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.027682117761079462,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9963904837345174,1,0.55,0.03,4.0,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.087789305746,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.067616938590481,2.3261797136819102,9.1261157455358,2.332075092367097,-0.05849880694532157,-0.6410044372912417,-0.2527954043676834,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.030867776808671456,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9963904837345174,1,0.55,0.0,4.0,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.92606570672447,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.067616938590481,2.3261797136819102,9.1261157455358,2.332075092367097,-0.05849880694532157,-0.6410044372912417,-0.2527954043676834,0.38362068965517243,0.6163793103448276,0.4827586206896552,1.0,8,8,False,1.0,232,0.38362068965517243,0.030867776808671456,0.6163793103448276,0.0007167612519626406,0.38362068965517243,38.29039284032098,0.9963904837345174,1,0.55,0.03,4.0,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.92606570672447,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10059732289001,2.3296810127101706,9.1261157455358,2.332075092367097,-0.025518422645793494,-0.2796197564151112,-0.10265877177354128,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.013465180161297234,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.0,4.0,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.86125242495288,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.10059732289001,2.3296810127101706,9.1261157455358,2.332075092367097,-0.025518422645793494,-0.2796197564151112,-0.10265877177354128,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.013465180161297234,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.03,4.0,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.86125242495288,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.0948787143527,2.3289725595186326,9.1261157455358,2.332075092367097,-0.031237031183102143,-0.3422817770435725,-0.13303743285606445,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.01648269011070183,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.0,4.0,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.70806510584228,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.0948787143527,2.3289725595186326,9.1261157455358,2.332075092367097,-0.031237031183102143,-0.3422817770435725,-0.13303743285606445,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.01648269011070183,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.03,4.0,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.70806510584228,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.091048659744999,2.3284728691021095,9.1261157455358,2.332075092367097,-0.03506708579080218,-0.3842498465958033,-0.15446429067963524,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.018503676126810035,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.0,4.0,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.6054674558068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.091048659744999,2.3284728691021095,9.1261157455358,2.332075092367097,-0.03506708579080218,-0.3842498465958033,-0.15446429067963524,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.018503676126810035,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.03,4.0,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.6054674558068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11308657649399,2.330841965074736,9.1261157455358,2.332075092367097,-0.013029169041814243,-0.14276795726492755,-0.052876825926810415,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.006875037338130502,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.0,4.0,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.19580850879808,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11308657649399,2.330841965074736,9.1261157455358,2.332075092367097,-0.013029169041814243,-0.14276795726492755,-0.052876825926810415,0.3793103448275862,0.6206896551724138,0.4827586206896552,1.0,8,8,False,1.0,232,0.3793103448275862,0.006875037338130502,0.6206896551724138,0.0007167612519626406,0.3793103448275862,37.85935835756236,0.9963904837345174,1,0.55,0.03,4.0,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,132.19580850879808,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11007755899034,2.330458240937981,9.1261157455358,2.332075092367097,-0.016038186545462005,-0.175739459974868,-0.0693310188627824,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.008462790756807925,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9963904837345174,1,0.55,0.0,4.0,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.16692854145884,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11007755899034,2.330458240937981,9.1261157455358,2.332075092367097,-0.016038186545462005,-0.175739459974868,-0.0693310188627824,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.008462790756807925,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9963904837345174,1,0.55,0.03,4.0,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.16692854145884,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.108035803937813,2.33018186432897,9.1261157455358,2.332075092367097,-0.018079941597988203,-0.1981121222029232,-0.08118212128785025,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.00954015357069,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9963904837345174,1,0.55,0.0,4.0,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.11223499481432,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.108035803937813,2.33018186432897,9.1261157455358,2.332075092367097,-0.018079941597988203,-0.1981121222029232,-0.08118212128785025,0.375,0.625,0.4827586206896552,1.0,8,8,False,1.0,232,0.375,0.00954015357069,0.625,0.0007167612519626406,0.375,37.42832387480374,0.9963904837345174,1,0.55,0.03,4.0,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,131.11223499481432,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.078347026688144,2.3266553304805395,9.1261157455358,2.332075092367097,-0.04776871884765829,-0.5234288072522043,-0.23240082967553363,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025205884167926906,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.0,1.5,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.81694639184795,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.078347026688144,2.3266553304805395,9.1261157455358,2.332075092367097,-0.04776871884765829,-0.5234288072522043,-0.23240082967553363,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025205884167926906,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.03,1.5,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.81694639184795,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.058891319915437,2.3240824261565574,9.1261157455358,2.332075092367097,-0.06722442562036515,-0.7366159647885877,-0.3427276506844547,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.035471980959887246,0.7112068965517241,0.0014613986533302979,0.28879310344827586,28.733170479494557,0.9981823868644258,2,0.55,0.0,1.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.45094874434582,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.058891319915437,2.3240824261565574,9.1261157455358,2.332075092367097,-0.06722442562036515,-0.7366159647885877,-0.3427276506844547,0.28879310344827586,0.7112068965517241,0.5862068965517241,0.75,6,8,False,1.0,232,0.28879310344827586,0.035471980959887246,0.7112068965517241,0.0014613986533302979,0.28879310344827586,28.733170479494557,0.9981823868644258,2,0.55,0.03,1.5,0.65,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.45094874434582,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043385951285567,2.322015246266091,9.1261157455358,2.332075092367097,-0.08272979425023555,-0.9065170382049021,-0.4313688736179751,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04365362231627208,0.7155172413793104,0.0014613986533302979,0.28448275862068967,28.302135996735938,0.9981823868644258,2,0.55,0.0,1.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.087322568169,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.043385951285567,2.322015246266091,9.1261157455358,2.332075092367097,-0.08272979425023555,-0.9065170382049021,-0.4313688736179751,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.04365362231627208,0.7155172413793104,0.0014613986533302979,0.28448275862068967,28.302135996735938,0.9981823868644258,2,0.55,0.03,1.5,0.65,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.087322568169,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207625665301,2.32889840522415,9.1261157455358,2.332075092367097,-0.027908119870500344,-0.3058050173598838,-0.13621718870558172,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.014726139904313873,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.0,1.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.34896250964863,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.098207625665301,2.32889840522415,9.1261157455358,2.332075092367097,-0.027908119870500344,-0.3058050173598838,-0.13621718870558172,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.014726139904313873,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.03,1.5,0.8,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.34896250964863,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086497826060258,2.3273410922751956,9.1261157455358,2.332075092367097,-0.039617919475544536,-0.4341158992149624,-0.20299518172019934,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.02090499208194244,0.7155172413793104,0.0014613986533302979,0.28448275862068967,28.302135996735938,0.9981823868644258,2,0.55,0.0,1.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.2421826141888,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.086497826060258,2.3273410922751956,9.1261157455358,2.332075092367097,-0.039617919475544536,-0.4341158992149624,-0.20299518172019934,0.28448275862068967,0.7155172413793104,0.5862068965517241,0.75,6,8,False,1.0,232,0.28448275862068967,0.02090499208194244,0.7155172413793104,0.0014613986533302979,0.28448275862068967,28.302135996735938,0.9981823868644258,2,0.55,0.03,1.5,0.8,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,129.2421826141888,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077048679103205,2.3260641603068373,9.1261157455358,2.332075092367097,-0.04906706643259642,-0.5376555343693932,-0.25775036379226085,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.02589097683160136,0.7198275862068966,0.0014613986533302979,0.2801724137931034,27.871101513977315,0.9981823868644258,2,0.55,0.0,1.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.04078757447564,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.077048679103205,2.3260641603068373,9.1261157455358,2.332075092367097,-0.04906706643259642,-0.5376555343693932,-0.25775036379226085,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.02589097683160136,0.7198275862068966,0.0014613986533302979,0.2801724137931034,27.871101513977315,0.9981823868644258,2,0.55,0.03,1.5,0.8,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.04078757447564,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11195778256708,2.3304591991063948,9.1261157455358,2.332075092367097,-0.014157962968719996,-0.1551367892756858,-0.06928993234661607,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.007470662459703981,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.0,1.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71729506107113,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.11195778256708,2.3304591991063948,9.1261157455358,2.332075092367097,-0.014157962968719996,-0.1551367892756858,-0.06928993234661607,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.007470662459703981,0.6810344827586207,0.0014613986533302979,0.31896551724137934,31.750411858804906,0.9981823868644258,2,0.55,0.03,1.5,0.9,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,143.71729506107113,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.105905465138633,2.3296540761716455,9.1261157455358,2.332075092367097,-0.020210280397170217,-0.22145544652891336,-0.10381381770228064,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.010664258933068892,0.7198275862068966,0.0014613986533302979,0.2801724137931034,27.871101513977315,0.9981823868644258,2,0.55,0.0,1.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.8137891992721,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.105905465138633,2.3296540761716455,9.1261157455358,2.332075092367097,-0.020210280397170217,-0.22145544652891336,-0.10381381770228064,0.2801724137931034,0.7198275862068966,0.5862068965517241,0.75,6,8,False,1.0,232,0.2801724137931034,0.010664258933068892,0.7198275862068966,0.0014613986533302979,0.2801724137931034,27.871101513977315,0.9981823868644258,2,0.55,0.03,1.5,0.9,0.25,0.35,0.75,0.25,0.08,0.0,0.35,0.05,128.8137891992721,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.100984579556302,2.3289905573450187,9.1261157455358,2.332075092367097,-0.02513116597949983,-0.2753763666021255,-0.1322656812787739,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013260838347044576,0.7241379310344828,0.0014613986533302979,0.27586206896551724,27.440067031218696,0.9981823868644258,2,0.55,0.0,1.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73369503471068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.100984579556302,2.3289905573450187,9.1261157455358,2.332075092367097,-0.02513116597949983,-0.2753763666021255,-0.1322656812787739,0.27586206896551724,0.7241379310344828,0.5862068965517241,0.75,6,8,False,1.0,232,0.27586206896551724,0.013260838347044576,0.7241379310344828,0.0014613986533302979,0.27586206896551724,27.440067031218696,0.9981823868644258,2,0.55,0.03,1.5,0.9,0.35,0.35,0.75,0.25,0.08,0.0,0.35,0.05,127.73369503471068,Residual-Prior Convex Mixer
Residual-Prior Convex Mixer,232,9.078346518799162,2.326655966738698,9.1261157455358,2.332075092367097,-0.04776922673663966,-0.5234343724783753,-0.23237354675664487,0.31896551724137934,0.6810344827586207,0.6206896551724138,0.75,6,8,False,1.0,232,0.31896551724137934,0.025206152163199616,0.6810344827586207,0.0014602945643405524,0.31896551724137934,31.75052226770388,0.9974656256124623,2,0.55,0.0,2.5,0.65,0.15,0.35,0.75,0.25,0.08,0.0,0.35,0.05,142.81693278676357,Residual-Prior Convex Mixer
