variant,n,mse,mae,lrbn_mse,lrbn_mae,mse_delta_vs_lrbn,mse_delta_pct_vs_lrbn,mae_delta_pct_vs_lrbn,harm_rate,win_rate,max_config_harm,config_improved_ratio,improved_configs,total_configs,test_threshold_leakage,coverage,selected_count,selected_harm_rate,oracle_gain_fraction,accept_precision,mean_expected_harm,observed_selected_harm,expected_observed_harm_gap_pp,mean_accept_score,k_max,tau_leave,tau_utility,beta_harm,base_floor,delta_cap,lam,temporal_q,local_lam,risk_tau,deadzone,agreement_tau,margin,calibration_score,target_variant
Time-Step Gated Hybrid Editor,232,9.129113165796138,2.3321184160905166,9.1261157455358,2.332075092367097,0.002997420260334039,0.03284442517090728,0.0018577327709319968,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.25862068965517243,-0.0015816339585226456,0.7413793103448276,0.1875,0.25862068965517243,7.112068965517243,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.3,0.75,0.0,0.08,0.0,0.35,0.05,124.64236240944382,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.124239927509947,2.3313138519957026,9.1261157455358,2.332075092367097,-0.0018758180258547613,-0.020554396592170093,-0.03264218937983197,0.30603448275862066,0.6939655172413793,0.6551724137931034,0.5,4,8,False,0.5,116,0.27586206896551724,0.0009898036418056933,0.7241379310344828,0.1875,0.27586206896551724,8.836206896551724,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.3,0.75,0.0,0.08,0.0,0.35,0.05,126.40837218380882,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.126934649942035,2.3315570368827196,9.1261157455358,2.332075092367097,0.0008189044062326214,0.008973197668869943,-0.02221435681259664,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,-0.00043210724729571195,0.7327586206896551,0.1875,0.2672413793103448,7.97413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.3,0.75,0.2,0.08,0.0,0.35,0.05,124.58400538060499,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.120748981101315,2.3304380859145835,9.1261157455358,2.332075092367097,-0.005366764434486394,-0.05880666625590953,-0.07019527162106207,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,0.0028318541077817744,0.7327586206896551,0.1875,0.2672413793103448,7.97413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.3,0.75,0.2,0.08,0.0,0.35,0.05,124.41830667602788,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.125423759638032,2.331142640116938,9.1261157455358,2.332075092367097,-0.0006919858977691653,-0.0075824799542870275,-0.03998380023065292,0.30603448275862066,0.6939655172413793,0.6551724137931034,0.5,4,8,False,0.5,116,0.28448275862068967,0.0003651367841920578,0.7155172413793104,0.1875,0.28448275862068967,9.698275862068966,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.3,0.75,0.35,0.08,0.0,0.35,0.05,126.44008410617512,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.118437195469609,2.3298001991420962,9.1261157455358,2.332075092367097,-0.00767855006619201,-0.08413820591234862,-0.09754802590585122,0.3103448275862069,0.6896551724137931,0.6551724137931034,0.5,4,8,False,0.5,116,0.28448275862068967,0.004051702624960627,0.7155172413793104,0.1875,0.28448275862068967,9.698275862068966,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.3,0.75,0.35,0.08,0.0,0.35,0.05,127.20120726706298,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.13488354096431,2.332747984175013,9.1261157455358,2.332075092367097,0.008767795428509952,0.09607368198448529,0.028853779504474195,0.30603448275862066,0.6939655172413793,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,-0.0046264593506035534,0.7327586206896551,0.1875,0.2672413793103448,7.97413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.45,0.75,0.0,0.08,0.0,0.35,0.05,126.69348815215776,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.132856286644149,2.332167474754149,9.1261157455358,2.332075092367097,0.006740541108346884,0.07385991246340876,0.003961381301914837,0.3232758620689655,0.6767241379310345,0.6551724137931034,0.5,4,8,False,0.5,116,0.29310344827586204,-0.0035567480666161945,0.7068965517241379,0.1875,0.29310344827586204,10.560344827586205,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.45,0.75,0.0,0.08,0.0,0.35,0.05,130.43228649239293,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.13270502511021,2.3321866049672164,9.1261157455358,2.332075092367097,0.006589279574408602,0.07220245448248688,0.0047816899209646,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,-0.0034769326393766556,0.7327586206896551,0.1875,0.2672413793103448,7.97413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.45,0.75,0.2,0.08,0.0,0.35,0.05,124.73857939918103,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.129365340235518,2.3312917086730303,9.1261157455358,2.332075092367097,0.0032495946997152247,0.03560764279968877,-0.03359170093929622,0.31896551724137934,0.6810344827586207,0.6551724137931034,0.5,4,8,False,0.5,116,0.29310344827586204,-0.0017146976006400996,0.7068965517241379,0.1875,0.29310344827586204,10.560344827586205,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.45,0.75,0.2,0.08,0.0,0.35,0.05,129.39049684668097,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.131194134806208,2.331772208201434,9.1261157455358,2.332075092367097,0.005078389270406769,0.05564677685932991,-0.012987753497129762,0.30603448275862066,0.6939655172413793,0.6551724137931034,0.5,4,8,False,0.5,116,0.27586206896551724,-0.002679688607888861,0.7241379310344828,0.1875,0.27586206896551724,8.836206896551724,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.45,0.75,0.35,0.08,0.0,0.35,0.05,126.59465812475116,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.127053554603812,2.330653821900543,9.1261157455358,2.332075092367097,0.0009378090680095934,0.010276103143249688,-0.06094445522408538,0.31896551724137934,0.6810344827586207,0.6551724137931034,0.5,4,8,False,0.5,116,0.29310344827586204,-0.0004948490834612386,0.7068965517241379,0.1875,0.29310344827586204,10.560344827586205,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.45,0.75,0.35,0.08,0.0,0.35,0.05,129.32856985150914,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.143501692824492,2.333727425197631,9.1261157455358,2.332075092367097,0.01738594728869193,0.19050763495022408,0.07085247078263647,0.3232758620689655,0.6767241379310345,0.6551724137931034,0.5,4,8,False,0.5,116,0.3017241379310345,-0.00917395701789759,0.6982758620689655,0.1875,0.3017241379310345,11.422413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.6,0.75,0.0,0.08,0.0,0.35,0.05,130.7174504834182,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.147842157876436,2.333823835673181,9.1261157455358,2.332075092367097,0.021726412340634778,0.23806855975343666,0.07498657758958416,0.3448275862068966,0.6551724137931034,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.011464268794588027,0.6810344827586207,0.1875,0.31896551724137934,13.146551724137934,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.6,0.75,0.0,0.08,0.0,0.35,0.05,135.57510007186696,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.141323176970392,2.333166045989834,9.1261157455358,2.332075092367097,0.015207431434590598,0.16663640744822567,0.04678038119910783,0.3103448275862069,0.6896551724137931,0.6551724137931034,0.5,4,8,False,0.5,116,0.28448275862068967,-0.008024430306670702,0.7155172413793104,0.1875,0.28448275862068967,9.698275862068966,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.6,0.75,0.2,0.08,0.0,0.35,0.05,127.81426586837249,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.144351211467805,2.332948069592061,9.1261157455358,2.332075092367097,0.01823546593200321,0.1998162900897167,0.03743349534831598,0.33189655172413796,0.6681034482758621,0.6551724137931034,0.5,4,8,False,0.5,116,0.3103448275862069,-0.009622218328611981,0.6896551724137931,0.1875,0.3103448275862069,12.28448275862069,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.6,0.75,0.2,0.08,0.0,0.35,0.05,132.63675870201703,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.13981228666639,2.332751649224052,9.1261157455358,2.332075092367097,0.013696541130588808,0.1500807298250687,0.029010937781032507,0.31896551724137934,0.6810344827586207,0.6551724137931034,0.5,4,8,False,0.5,116,0.3017241379310345,-0.00722718627518293,0.6982758620689655,0.1875,0.3017241379310345,11.422413793103448,0.8125,2,0.55,0.0,2.0,0.75,0.2,0.6,0.75,0.35,0.08,0.0,0.35,0.05,129.67034459394262,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.1420394258361,2.3323101828195743,9.1261157455358,2.332075092367097,0.015923680300297553,0.17448475043327763,0.010080741063545864,0.33620689655172414,0.6637931034482759,0.6551724137931034,0.5,4,8,False,0.5,116,0.31896551724137934,-0.008402369811433106,0.6810344827586207,0.1875,0.31896551724137934,13.146551724137934,0.8125,2,0.55,0.0,2.0,0.75,0.35,0.6,0.75,0.35,0.08,0.0,0.35,0.05,133.52310756891418,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.119050138471858,2.330839039636408,9.1261157455358,2.332075092367097,-0.00706560706394386,-0.07742184356643814,-0.05300226949957779,0.27155172413793105,0.728448275862069,0.6551724137931034,0.5,4,8,False,0.5,116,0.2413793103448276,0.0037282740154247532,0.7586206896551724,0.11251795977011493,0.2413793103448276,12.886135057471265,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.3,0.85,0.0,0.08,0.0,0.35,0.05,118.68314372907427,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.108352251260628,2.3293303116358857,9.1261157455358,2.332075092367097,-0.017763494275173927,-0.19464463032256826,-0.1176969270168674,0.2801724137931034,0.7198275862068966,0.6551724137931034,0.5,4,8,False,0.5,116,0.25,0.009373175373314748,0.75,0.11251795977011493,0.25,13.748204022988508,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.3,0.85,0.0,0.08,0.0,0.35,0.05,120.29312562571937,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.117704335580804,2.3305105035712645,9.1261157455358,2.332075092367097,-0.008411409954998438,-0.09216856525071486,-0.06708998326188424,0.2672413793103448,0.7327586206896551,0.6551724137931034,0.5,4,8,False,0.5,116,0.23275862068965517,0.004438407186317733,0.7672413793103449,0.11251795977011493,0.23275862068965517,12.024066091954024,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.3,0.85,0.2,0.08,0.0,0.35,0.05,117.69881715019423,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.106143394845363,2.3288106254645653,9.1261157455358,2.332075092367097,-0.01997235069043882,-0.21884831647377112,-0.13998120811883,0.27155172413793105,0.728448275862069,0.6551724137931034,0.5,4,8,False,0.5,116,0.2413793103448276,0.010538711738740603,0.7586206896551724,0.11251795977011493,0.2413793103448276,12.886135057471265,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.3,0.85,0.2,0.08,0.0,0.35,0.05,118.33740412446745,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.116769318245222,2.3302696511034737,9.1261157455358,2.332075092367097,-0.009346427290580795,-0.1024140778064242,-0.07741780107299806,0.2672413793103448,0.7327586206896551,0.6551724137931034,0.5,4,8,False,0.5,116,0.2413793103448276,0.004931783170104409,0.7586206896551724,0.11251795977011493,0.2413793103448276,12.886135057471265,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.3,0.85,0.35,0.08,0.0,0.35,0.05,117.67377035812491,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.104674261416758,2.3284356866547564,9.1261157455358,2.332075092367097,-0.021441484119043622,-0.23494644045071122,-0.1560586839011626,0.27586206896551724,0.7241379310344828,0.6551724137931034,0.5,4,8,False,0.5,116,0.25,0.011313922125829668,0.75,0.11251795977011493,0.25,13.748204022988508,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.3,0.85,0.35,0.08,0.0,0.35,0.05,119.2463255509468,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.120383973216109,2.330903100066523,9.1261157455358,2.332075092367097,-0.005731772319692232,-0.06280626362003852,-0.050255341236001214,0.27155172413793105,0.728448275862069,0.6551724137931034,0.5,4,8,False,0.5,116,0.2413793103448276,0.0030244560175005514,0.7586206896551724,0.11251795977011493,0.2413793103448276,12.886135057471265,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.45,0.85,0.0,0.08,0.0,0.35,0.05,118.7188738489584,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.110448815632305,2.3293742241900652,9.1261157455358,2.332075092367097,-0.01566692990349716,-0.17167139145690272,-0.11581394502649331,0.29310344827586204,0.7068965517241379,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,0.008266891596443523,0.7327586206896551,0.11251795977011493,0.2672413793103448,15.472341954022989,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.45,0.85,0.0,0.08,0.0,0.35,0.05,123.19411496409805,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.119038170325055,2.3305745640013793,9.1261157455358,2.332075092367097,-0.007077575210746814,-0.07755298530431526,-0.06434305499830767,0.2672413793103448,0.7327586206896551,0.6551724137931034,0.5,4,8,False,0.5,116,0.23275862068965517,0.0037345891883935334,0.7672413793103449,0.11251795977011493,0.23275862068965517,12.024066091954024,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.45,0.85,0.2,0.08,0.0,0.35,0.05,117.73454727007835,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.108239959217041,2.3288545380187453,9.1261157455358,2.332075092367097,-0.017875786318762056,-0.1958750776080861,-0.13809822612843686,0.28448275862068967,0.7155172413793104,0.6551724137931034,0.5,4,8,False,0.5,116,0.25862068965517243,0.00943242796186938,0.7413793103448276,0.11251795977011493,0.25862068965517243,14.610272988505752,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.45,0.85,0.2,0.08,0.0,0.35,0.05,121.23839346284618,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.118103152989473,2.330333711533589,9.1261157455358,2.332075092367097,-0.008012592546329094,-0.08779849786002461,-0.07467087280940245,0.27155172413793105,0.728448275862069,0.6551724137931034,0.5,4,8,False,0.5,116,0.2413793103448276,0.004227965172180169,0.7586206896551724,0.11251795977011493,0.2413793103448276,12.886135057471265,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.45,0.85,0.35,0.08,0.0,0.35,0.05,118.65777634007802,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.106770825788434,2.328479599208936,9.1261157455358,2.332075092367097,-0.019344919747366855,-0.21197320158504568,-0.15417570191078853,0.28879310344827586,0.7112068965517241,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,0.010207638348958444,0.7327586206896551,0.11251795977011493,0.2672413793103448,15.472341954022989,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.45,0.85,0.35,0.08,0.0,0.35,0.05,122.14731488932551,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.124962233477845,2.3313762273278478,9.1261157455358,2.332075092367097,-0.0011535120579577998,-0.012639682520527364,-0.02996751856490684,0.28448275862068967,0.7155172413793104,0.6551724137931034,0.5,4,8,False,0.5,116,0.25862068965517243,0.0006086680158184023,0.7413793103448276,0.11251795977011493,0.25862068965517243,14.610272988505752,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.6,0.85,0.0,0.08,0.0,0.35,0.05,121.68634165631526,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.119864254343492,2.330347880733235,9.1261157455358,2.332075092367097,-0.0062514911923106905,-0.06850111657324473,-0.07406329376395711,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.27586206896551724,0.0032986935105529447,0.7241379310344828,0.11251795977011493,0.27586206896551724,16.334410919540232,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.6,0.85,0.0,0.08,0.0,0.35,0.05,124.39460704362742,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.12361643058679,2.3310476912627043,9.1261157455358,2.332075092367097,-0.002499314949012322,-0.027386404204823564,-0.0440552323272133,0.2801724137931034,0.7198275862068966,0.6551724137931034,0.5,4,8,False,0.5,116,0.25862068965517243,0.001318801186711353,0.7413793103448276,0.11251795977011493,0.25862068965517243,14.610272988505752,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.6,0.85,0.2,0.08,0.0,0.35,0.05,120.7020150774352,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.117655397928225,2.3298281945619155,9.1261157455358,2.332075092367097,-0.00846034760757568,-0.09270480272446703,-0.09634757486588162,0.2974137931034483,0.7025862068965517,0.6551724137931034,0.5,4,8,False,0.5,116,0.27586206896551724,0.00446422987597885,0.7241379310344828,0.11251795977011493,0.27586206896551724,16.334410919540232,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.6,0.85,0.2,0.08,0.0,0.35,0.05,124.33543726651342,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.122681413251206,2.330806838794914,9.1261157455358,2.332075092367097,-0.003434332284594683,-0.037631916760552366,-0.05438305013830807,0.27586206896551724,0.7241379310344828,0.6551724137931034,0.5,4,8,False,0.5,116,0.25,0.001812177170498031,0.75,0.11251795977011493,0.25,13.748204022988508,0.887482040229885,2,0.55,0.0,2.0,0.75,0.2,0.6,0.85,0.35,0.08,0.0,0.35,0.05,119.72869242329692,Time-Step Gated Hybrid Editor
Time-Step Gated Hybrid Editor,232,9.116186264499621,2.329453255752106,9.1261157455358,2.332075092367097,-0.009929481036180462,-0.10880292670138768,-0.11242505064823327,0.28879310344827586,0.7112068965517241,0.6551724137931034,0.5,4,8,False,0.5,116,0.2672413793103448,0.005239440263067906,0.7327586206896551,0.11251795977011493,0.2672413793103448,15.472341954022989,0.887482040229885,2,0.55,0.0,2.0,0.75,0.35,0.6,0.85,0.35,0.08,0.0,0.35,0.05,122.39953110678589,Time-Step Gated Hybrid Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.3,0.75,0.25,0.05,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.5,0.75,0.25,0.05,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.3,0.75,0.25,0.1,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.5,0.75,0.25,0.1,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.3,0.75,0.25,0.15,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.0,2.0,0.75,0.25,0.5,0.75,0.25,0.15,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.3,0.75,0.25,0.05,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.5,0.75,0.25,0.05,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.3,0.75,0.25,0.1,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.5,0.75,0.25,0.1,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.3,0.75,0.25,0.15,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.03,2.0,0.75,0.25,0.5,0.75,0.25,0.15,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.06,2.0,0.75,0.25,0.3,0.75,0.25,0.05,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.06,2.0,0.75,0.25,0.5,0.75,0.25,0.05,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.06,2.0,0.75,0.25,0.3,0.75,0.25,0.1,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.00330888612583,2.3223293183487894,9.1261157455358,2.332075092367097,-0.12280685940997213,-1.3456640557674067,-0.4179013792658587,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.06480088953581778,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.06,2.0,0.75,0.25,0.5,0.75,0.25,0.1,0.0,0.35,0.05,122.70261180630156,Selection-Conditional Conformal Family Editor
Selection-Conditional Conformal Family Editor,232,9.046763552737206,2.325577557637449,9.1261157455358,2.332075092367097,-0.07935219279859453,-0.8695067531930086,-0.278616015541394,0.3879310344827586,0.6120689655172413,0.5172413793103449,0.75,6,8,False,1.0,232,0.3879310344827586,0.0418713800244703,0.6120689655172413,0.4224137931034482,0.3879310344827586,3.4482758620689555,0.9978240062384441,2,0.55,0.06,2.0,0.75,0.25,0.3,0.75,0.25,0.15,0.0,0.35,0.05,123.17876910887597,Selection-Conditional Conformal Family Editor
